example_id,customer_message,original_intent,kiro_intent,original_escalation,kiro_escalation,review_reason,human_intent,human_escalation,reviewed
g0143,@SpotifyCares i try to upgrade my account to premium version using phone credits as my paymemt method. My phone credit was cutted but my account wasn't got upgrade. Pls help. Thanks!,premium_subscription,premium_subscription,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0146,"Hey @SpotifyCares I'm having trouble loggin in with my facebook. It say that I don't have an account. 

Then when I try to sign up with FB I get that an account already exists. 

I can't submit a support ticket with you guys on your support form b/c I can't sign in. Help Please!",account_login,account_login,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0147,"@SpotifyCares recently gifs on @TwitterSupport have been pausing music while I watch them despite lack of sound. iOS 11.1.2, iPhone 7 Plus, Spotify 8.4.28.1104, Twitter 7.12. I don’t remember this happening before maybe last week",device_platform,device_platform,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0150,"@SpotifyCares when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",playback_error,playback_error,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0152,"@SpotifyCares I got an email for a $99/year offer, but when I tried to sign up it tells me I'm not eligible, but that I can upgrade my account to premium (which it already is) at any time and redirects me to a family plan sign up page.",premium_subscription,premium_subscription,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0156,"@SpotifyCares win 7 ultimate 64 bits. spotify 1.0.68.407.g6864aaaf. and not, logging or rebooting doesn't work, because every time it updates, it reinstates the boot with windows option. i've even killed the windows startup process, but it's there every time it updates again and again",device_platform,device_platform,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0157,@SpotifyCares they’re still there but all my downloads were deleted and the albums saved have half the songs missing now,playlist_library,playlist_library,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0159,@148611 @SpotifyCares I just cancelled my premium subscription cos you guys are giving me the hardest time paying my subscription via mobile payment. Pls do something about this!!! I loaded 300 in total using 2 phones! 150 for each phone 😭 https://t.co/iohEDY3SlL,billing_charge,billing_charge,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0160,"@115888 Hello, I'm from Chile and I have been paying a family plan for 5 months. However, I am not able to use it, because I can not add more users to the family plan.
What can I do to solve this? I really want the service that you are offering.",premium_subscription,premium_subscription,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0164,@115888 for iPhone X needs an update. Car Bluetooth isn’t always sending song data and controls don’t work.,device_platform,device_platform,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0169,@SpotifyCares hi can you explain why my username is always random numbers and letters when i sign up,account_login,account_login,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0170,@SpotifyCares I’m unable to reset my password. I sent you guys a DM,account_login,account_login,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0171,"Me: @SpotifyCares I need help resetting my password. Spotify help: Sorry to hear this, I'm here to help (disconnect). All day long :(",account_login,account_login,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0177,"Another day, another device @115888 randomly connects to and plays randomly chosen music through. 🙄 How do I stop this from happening without constantly having to unconnect bluetooth? @SpotifyCares",playback_error,playback_error,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0178,@SpotifyCares having issues with premium not working for my account on mobile device,premium_subscription,premium_subscription,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0179,does anyone here ever made payment via molpay for Spotify premium..how ??,billing_charge,billing_charge,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0184,"@SpotifyCares @228595 Gutted, just missed my Vodafone free 2 Years premium by 1 day ahhhh",premium_subscription,premium_subscription,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0185,Hey @SpotifyCares can y’all activate my premium. Or can I have my money back?,billing_charge,billing_charge,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0187,@SpotifyCares hi my premium account was stolen and had the email changed without my permission and I would really appreciate some help with this,premium_subscription,premium_subscription,ESCALATE,ESCALATE,other_uncertainty,,,
g0194,"@SpotifyCares hey y'all! I saw that reputation by Taylor Swift is in your library, but I can't play any of the songs besides the ones that were in your system prior to today. Can you tell me when the blacked-out songs will be available to stream?",playlist_library,playlist_library,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0196,"@SpotifyCares A restart seems to have fixed the black screen issue. However it still switches to offline mode between sessions (on both wifi and data,).",app_crash_bug,app_crash_bug,AUTO_HANDLE,AUTO_HANDLE,other_uncertainty,,,
g0198,@spotifycares please contact me because someone is using my credit card number through fraud and I have no spotify account but there are monthly charges on my statement. I don't want to create a spotify acct and confuse this issue. Card is cancelled but I need charges to stop too,billing_charge,billing_charge,ESCALATE,ESCALATE,other_uncertainty,,,
