golden_id,customer_msg,intent,escalation_label,platform,has_escalation_signal,has_resolution,response_type,brand_response,agent_ts,convo_id
g0082,"@115888 Anytime I log into my account on a tablet it says I have a free account, but on my phone/computer it's premium. How do I fix this?!",premium_subscription,AUTO_HANDLE,unknown,False,False,link,@255584 Hey! Can you DM us your account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt,2017-12-03T08:45:45+00:00,576181
g0083,"@115888 your app just offered me a year of premium for $99. Clicking the link brings me this page that repeats the offer, but gives no way to buy. Help? https://t.co/Xh0kg167jJ",premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,@259548 Hey there! Help's here. Can you try this link instead: https://t.co/qd7DcBQ2ie? Let us know how it goes /PB,2017-12-03T16:45:05+00:00,590128
g0084,"@SpotifyCares Hey, Add ""Miss You"" by @3212 on ""Today's Top Hits"" playlist! @115888",playlist_library,AUTO_HANDLE,unknown,False,True,troubleshooting,@260318 Hey! We've just sent a DM your way. Check your Messages /MV,2017-12-03T17:38:17+00:00,592813
g0085,@SpotifyCares someone has hacked my spotify account. I refuse to pay for someone else to listen to music. It is very unprofessional that you do not provide a contact number. I had to make a Twitter account just to complain. Please contact me immediately and fix the problem.,playback_error,ESCALATE,unknown,True,True,troubleshooting,@252233 Hi! We've just replied to your DM. Check your inbox /AP,2017-12-03T00:17:28+00:00,564513
g0086,"@SpotifyCares It’s iOS, iPhone 6s. v8.4.28.1104. I’m sure it’s working as intended but just a comment about how the queue works :)",device_platform,AUTO_HANDLE,ios,False,True,troubleshooting,"@250111 Got it. Can you log out, restart your iPhone, then log back in before checking one more time? Let us know how it goes /JU",2017-12-03T05:33:29+00:00,557239
g0087,@115888 why is it that when I click to watch the ad to get 30 minutes of ad-free music do I only get 18 and a half? Your ads tell me that I will get 30 minutes. If thats not the case then advertise for 18 and a half minutes of ad-free music instead of 30,playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@232848 Hey there, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset. Let us know /TB",2017-12-01T17:41:01+00:00,494236
g0088,"@SpotifyCares I can't seem to delete a playlist, and it's not available either? But it won't go from my playlists bar...",content_unavailable,AUTO_HANDLE,unknown,False,False,clarification,"@823707 Hey! Can you let us know the device, operating system, and Spotify version you're running? We'll see what we can suggest /KM",2017-11-30T07:42:52+00:00,2987391
g0089,@115888 any progress on getting @19106 velvet album back? I sure am missing listening to that album. There are also one or two songs from various other artists that are unavailable as well. What’s the deal?,content_unavailable,AUTO_HANDLE,unknown,False,False,other,@212631 Hey Marianne! We're afraid we don't have any info on this right now. Licensing agreements can affect music availability. Fingers crossed we'll be able to have it available to you again soon /NS,2017-11-29T03:08:40+00:00,2925036
g0090,"@SpotifyCares Getting error message ""Can't play song"" for everything. Tried all the step in the troubleshooting website. Any advice?",app_crash_bug,AUTO_HANDLE,unknown,False,False,clarification,"@808368 Hi, help's here! Can you let us know your device, operating system, and Spotify version? We'll be waiting for your reply /MG",2017-11-29T01:07:15+00:00,2920758
g0091,@SpotifyCares I can't find that option. I've checked and my Sonos app is up to date. I've removed and then re authorised Spotify as a music service. All no joy.,content_unavailable,AUTO_HANDLE,sonos,False,True,troubleshooting,"@135361 Just to check, have you tried using a different device to control your Sonos speaker? Did the same issue happen? /NG",2017-11-30T15:36:16+00:00,89464
g0092,"@SpotifyCares Galaxy note 5-android, hp spectre x360-windows, and spotify versions are up to date on both",device_platform,AUTO_HANDLE,android,False,True,troubleshooting,"@798430 Thanks. Can you log out, restart the device, then log back in before checking again? By the way, do you notice if this happens on a specific track? /JU",2017-11-28T06:52:12+00:00,2876132
g0093,@SpotifyCares When using connect with TV it always gets out of sync. It’s actually playing song 2 on playlist but tv and computer both show playing song 3 https://t.co/awwoKWGgrS,playlist_library,AUTO_HANDLE,tv,False,False,clarification,"@19263 Hi Talia, help's here! What app version is your MacBook Air running? Does this happen when any other devices are connecting to the TV? /T",2017-11-26T11:35:42+00:00,2038954
g0094,@SpotifyCares When i hit the play button nothing happens at all. It stopped in the middle of a song.,playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@220867 Thanks! Could you send us your device's make/model, operating system, and Spotify version? We'll try to find the solution for your issue /JP",2017-11-30T20:24:37+00:00,446903
g0095,"@SpotifyCares No it did nothing 😥 I also tried uninstalling, wiping the cache of the phone and reinstalling but it still crashes",offline_download,AUTO_HANDLE,unknown,False,True,troubleshooting,"@232854 Hmm, that's odd. Can you DM us your account's username and email address? Also, does the app crash any time other than when you try to create a new playlist? Let us know and we'll do some digging /MT https://t.co/ldFdZRiNAt",2017-12-02T00:39:04+00:00,494255
g0096,"@SpotifyCares Nope, doesn’t work 😔 I’m able to log on with my Facebook, but after that it just gives the same error.",app_crash_bug,AUTO_HANDLE,unknown,False,False,link,@156297 Hmm. Could you send us your account's username or email address via DM? We'll take a look under the hood /LP https://t.co/ldFdZRiNAt,2017-11-25T13:59:49+00:00,172446
g0097,"@SpotifyCares I mean, yeah, it usually does. The problem is that I'm trying to listen to a continuous playlist or album uninterrupted. It fixes the error but doesn't solve the problem.",app_crash_bug,AUTO_HANDLE,unknown,False,True,troubleshooting,@237284 Thanks for the heads-up. Could you try restarting your WiFi router to see if you can play your tracks and playlists smoothly? We'd also suggest trying different connections /MT,2017-12-01T23:23:25+00:00,510486
g0098,"@SpotifyCares Just checked, worked straight away on my daughter's iPhone using linked family Spotify account.",device_platform,AUTO_HANDLE,iphone,False,True,troubleshooting,@135361 Alright. Can you DM us your account's username or email address? We'll check backstage /NG https://t.co/ldFdZRiNAt,2017-11-30T15:46:24+00:00,89466
g0099,"@SpotifyCares I think my account has been hacked, someone keeps playing music using Spotiamb 0.2.1 as a device - what do I do to resolve?",playback_error,ESCALATE,unknown,True,True,troubleshooting,"@131451 Hey, we’re sorry to hear that. Check out https://t.co/iVpg60w61i for what to do next /JN",2017-11-30T09:20:48+00:00,67666
g0100,@115888 would you like to explain how Portuguese opera music is related to my favorite British pop band? @15790 https://t.co/C73hfCXzWO,playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,@819952 @3537 @3212 @328645 @234 Hey there! Can you send us a DM with your account's email address or username? We'll check backstage /AR https://t.co/ldFdZRiNAt,2017-11-30T01:41:47+00:00,2972953
g0101,"@SpotifyCares iPad mini2, iPhone SE, both iOS 11.1.2 - but this issue is dated back before iOS 11 (hoped the updates will do something about it...) and it occures on both saved and streamed songs (either on WiFi or mobile). Desktop is fine.",playlist_library,AUTO_HANDLE,ipad,False,True,troubleshooting,"@229357 Got it. Just to check, do the songs stop mid-track? Could you also let us know if Autoplay is enabled on your desktop: https://t.co/kiXUjgr1xh? /LS",2017-11-28T08:02:42+00:00,2877414
g0102,"@SpotifyCares Windows 10
Spotify 1.0.68.407",device_platform,AUTO_HANDLE,windows,False,True,troubleshooting,@226518 Thanks! Could you try logging out &gt; restarting your device &gt; logging back in to see if it helps? Keep us posted /AR,2017-12-01T06:06:06+00:00,468370
g0103,@115888 my music is taking 3+ minutes to download one song. I have 900. Help!,offline_download,AUTO_HANDLE,unknown,False,True,troubleshooting,"@797217 Hey Regan, help's here! Just to check, is this happening over 3G/4G, WiFi, or both? /CH",2017-11-28T02:54:12+00:00,2871118
g0104,@116130 why am i being charged twice. One payment of 9.99 and one of 4.99 (as im a student),billing_charge,ESCALATE,unknown,True,True,troubleshooting,"@235101 Hey Toby, help's here! Can you DM us your account's username and email address? We'll check it out 🔍 /TR https://t.co/ldFdZRiNAt",2017-12-01T20:01:17+00:00,502678
g0105,"@SpotifyCares here we are 3 weeks later! what's the word? when do we get Alexa/Echo multiroom? Or if not, why not? Legal issues? @118117 getting upset with you? You just asked me to reup for a year for $100 and @115821 is making it real easy to quit you and move on - tell me why I shouldn't?",device_platform,ESCALATE,alexa,True,False,link,"@259950 We're afraid we don't have any further info to share at the moment, but you can show your support for the idea here: https://t.co/PimjmzJIXs /DB",2017-12-03T17:23:22+00:00,591449
g0106,"@121907 What about the ""Radio"" function on Thailand Premium?? Do we know when Thailand will introduce it? I have been waiting for months!!!????? https://t.co/Bo3wrqkzeD",premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,@785569 Hey there! We've just sent a DM your way. Feel free to check it out /AK,2017-11-27T04:52:13+00:00,2818176
g0107,@115888 my Spotify keeps jumping to play Drill Beats. Has my account been hacked?,playback_error,ESCALATE,unknown,True,False,link,@254901 Hey Kieren! Sorry for the delay. Can you DM us your account's email address? We'll take a look under the hood /KB https://t.co/ldFdZRiNAt,2017-12-03T06:24:45+00:00,573744
g0108,@SpotifyCares I’m a premium acct and I got a message saying I need to update CC info but no where to do it in app or contact help. Please help.,premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,"@817381 Hey Brooke, help's here! You can update your payment method any time by choosing subscriptions on your account page. Check this out for more info: https://t.co/BShdiBtHc4. Let us know how it goes /JJ",2017-11-29T21:15:10+00:00,2961996
g0109,@117153 I've been paying $14.99 per month several months for what?? I can't access premium or downloads. I demand full refund since subscription commenced.,billing_charge,AUTO_HANDLE,unknown,False,True,troubleshooting,"@234229 Hey, that's not cool! Can you shoot us a DM with your account's username and email address? We'll check things out /DI https://t.co/ldFdZRiNAt",2017-12-01T19:18:14+00:00,499257
g0110,"So @115888 @SpotifyCares how many ads one after another is enough? I had at least 4 ads so far, i wonder if I’ll ever hear music?",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@786907 Hey there! Thanks for your feedback - we'll pass it on. For now, check out https://t.co/WB5TSxRfDe if you haven't had a subscription before 🙂 /MA",2017-11-27T09:01:01+00:00,2824397
g0111,"@SpotifyCares The past month or two has been an absolutely horrific user experience. Why is the platform degrading—getting more buggy? Patch your bugs or I'm gone. In the meantime, I'll take a two month refund/credit.",billing_charge,ESCALATE,unknown,False,False,clarification,"@238837 Hey Ali, that's not cool! Can you tell us more about what's happening and what device, operating system, and Spotify app you're rocking? We'll see what we can suggest /RA",2017-12-01T00:50:28+00:00,2849959
g0112,@115888 Can you please update us on how long these problems will take to fix? I still can't log in due to them :/,account_login,ESCALATE,unknown,False,False,clarification,@137386 Hey! Thanks for letting us know. Everything’s looking good on our end now - are you still having this issue? /NQ,2017-11-29T03:24:31+00:00,97676
g0113,@SpotifyCares Not on my desktop right now. But it's Windows 10. And app tries to start and then shuts down after seconds.,device_platform,AUTO_HANDLE,windows,False,True,troubleshooting,"@139560 Thanks for letting us know. Best thing to try here is a reinstall. When you get the chance, just follow the steps here: https://t.co/5rTl0ob08l. Let us know how it goes /JY",2017-11-30T19:48:45+00:00,106333
g0114,"@SpotifyCares Most of the ads are too loud, significantly louder than music is. It's on all platforms and devices. Need to implement some kind of avg loudness req",playback_error,AUTO_HANDLE,unknown,False,False,other,@632935 Thanks for taking the time to reach out – we've passed this on to our Ads team. Let us know if there's anything else we can help you with /NQ,2017-11-29T04:04:33+00:00,2925033
g0115,hello my spotify problem still hasnt fixed and i realized it was bc of my country in apple id since its on korea 😩 so i had to cancel my applemusic subscription as well BUT FUCKING BITCH IT WASNT CANCELLED I STILL HAVE TO WAIT FOR FEW WEEKS TO CANCEL MY MEMBERSHIP IM MAD,content_unavailable,AUTO_HANDLE,unknown,False,True,troubleshooting,"@255309 Hey there, we've come to the rescue! Could you DM us your account's username or email address? We'll check backstage /RE https://t.co/ldFdZRiNAt",2017-12-03T07:57:12+00:00,575116
g0116,"@SpotifyCares i’m using windows 7 on desktop, and everytime i try to open the program is gives me this, which only started happening 2 days ago. i do reinstall it like it says but i have to reinstall everytime i want to turn on my computer https://t.co/A4DSWkXDOR",device_platform,AUTO_HANDLE,windows,False,True,troubleshooting,"@251614 Once done, just download a new installer at https://t.co/cgbgyQ4C7a and reinstall the app. Let us know how it plays out /DF",2017-12-03T00:11:53+00:00,562448
g0117,"I love how @115888 keeps giving me reasons NOT to give money to them. WHY IN THE WORLD IS SPOTIFY RUNNING ON MY PHONE WHEN I'M PLAYING IT ON MY DESKTOP? And there seems to be no way to disable this. 

Back to youtube and deezer I go then",billing_charge,AUTO_HANDLE,unknown,False,True,troubleshooting,"@226664 Hey, sorry to hear you feel that way. Not to worry, we can help on this. Can you fire over your account's email address or username via DM? We'll check things out /AY https://t.co/ldFdZRiNAt",2017-12-01T06:37:49+00:00,468967
g0118,"@115888 pls stop recommending me country music, Niall's album is folk-pop, there's a difference. 😭",content_unavailable,AUTO_HANDLE,unknown,False,False,other,"@560002 Hey there, thanks for the feedback – we appreciate it! We’ll get this passed onto the right team /NQ",2017-11-27T03:16:26+00:00,2815935
g0119,@SpotifyCares my Spotify premium got hacked — got a notification that email address was changed. Sent u guys an email and u didn’t reply. Please rectify - I don’t want to cancel my subscription,premium_subscription,ESCALATE,unknown,True,False,link,@306497 Hey Paul! That doesn't sound right. Can you DM us your account's email address or username? We'll take a look backstage /KM https://t.co/ldFdZRiNAt,2017-11-25T09:22:10+00:00,781142
g0120,@115888 why isn't @21502's Where are you Christmas on here???? It would make my Christmas playlist a 12/10🔥🔥🔥,playlist_library,AUTO_HANDLE,unknown,False,False,link,"@226102 Hey Victoria! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/1dgftcFtzc /LO",2017-12-01T05:07:10+00:00,466812
g0121,"@SpotifyCares I can't log into Spotify via my Facebook account - ""You don't have an account set up with these Facebook credentials.   Sign up for one now.""  I try to sign up for one, but my email is already used.  I need to have my email and/or Facebook account removed.",content_unavailable,AUTO_HANDLE,unknown,False,False,link,"@817377 Hey there, help's here! Can you DM us your account's email address? We'll take a look backstage 🔍 /TX https://t.co/ldFdZRiNAt",2017-11-29T21:24:51+00:00,2961988
g0122,"@SpotifyCares yo could you all improve your shuffle feature, like add an accumulator so that each time a song doesn't play it increases its chance of playing next? I have 1300+ songs in my library but feel like I have a similar cluster of songs come up everytime listen :(",playlist_library,AUTO_HANDLE,unknown,False,False,link,@794169 Hey! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /DF,2017-11-27T21:47:21+00:00,2857461
g0123,@SpotifyCares spotify 8.4.28 ios 11.1,device_platform,AUTO_HANDLE,ios,False,False,clarification,"@822220 Thanks. Is this happening over WiFi, 3G/4G, or both? If on WiFi, is it a private or public connection? /LO",2017-11-30T05:55:13+00:00,2981107
g0124,@SpotifyCares Sorry - why would I want to revoke access? I want to use Spotify on my sonos..:,device_platform,AUTO_HANDLE,sonos,False,True,troubleshooting,@399891 It's worth to try doing this to refresh the link between your Spotify and Sonos device. You might be prompted to reconnect your Sonos account after. Let us know how you get on /PL,2017-11-28T09:13:11+00:00,2850077
g0125,"@SpotifyCares no, i turned off the notifs sounds because i thought that was the problem! snapchat is one of the main ones. sometimes the music just shuts off out of nowhere. im the only one that uses my spotify account",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@153882 Can you DM us your account's username or email address, along with the model and version of your iOS device? We'll check things backstage /MU https://t.co/ldFdZRiNAt",2017-11-25T08:27:44+00:00,163741
g0126,@115888 I want to use @159550 to get my podcast on Spotify. How can I get it in the podcast category instead on the music section?,playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@803988 Hey James, thanks for your interest! For more info on getting your podcast on Spotify, check out: https://t.co/D5baW5biel /KL",2017-11-28T18:29:59+00:00,2902822
g0127,My @115888 it's okay now 😍 I can download and stream all the songs of @133324  💜💜💜,offline_download,AUTO_HANDLE,unknown,False,False,link,@131452 Nice. Glad to hear it's all good. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ /GK,2017-11-30T12:08:45+00:00,77726
g0128,Hey @115888 you wanna tell me why I'm still getting those stupid suggested tracks on my app when I have the setting for it turned off? I wanna listen to my music and no one else's.,playlist_library,AUTO_HANDLE,unknown,False,True,troubleshooting,"@253493 Hi there! This is part of our Free service on mobile. More info here: https://t.co/UabipIXUxe. To reduce the number of Suggested Tracks you get, try adding more artists into your playlists. Let us know if there's anything else /AP",2017-12-03T02:44:51+00:00,568946
g0129,@SpotifyCares Yes they are up to date. I just have an issue when I'm listening to a playlist sometimes it will pause the song. And the only way to fix it is to start the song again,playlist_library,AUTO_HANDLE,unknown,False,True,troubleshooting,"@230511 Gotcha. Can you try logging out, restarting the device, then logging back in? Does that help at all? /JE",2017-12-01T15:35:29+00:00,485523
g0130,@SpotifyCares I got locked out of my account because of a paypal issue. Help! I need my music!,account_login,AUTO_HANDLE,unknown,False,True,troubleshooting,"@252235 Hey, we’re sorry to hear that. Check out https://t.co/xRolkgjYXe for what to do next /NQ",2017-12-03T00:16:54+00:00,564518
g0131,"@SpotifyCares Just signed up for premium during the 99 cent/three month trial. However my username is not right. I know I need to close the account and basically start over, but can I do this while keeping the trial going? Thanks!",account_login,AUTO_HANDLE,unknown,False,True,troubleshooting,@138952 Hi Paul! Could you DM us your account's email address so we can check backstage? /FJ https://t.co/ldFdZRiNAt,2017-11-30T18:12:05+00:00,104119
g0132,Yo @115888 @117168 someone need trying to use my account while I’m using it right now.. we’re literally battling between Christmas and Mexican music right now. How do I cut them off??,playback_error,AUTO_HANDLE,unknown,False,False,troubleshooting,"@784816 Hey there! Head to https://t.co/cnaaFIwigZ and click Sign Out Everywhere. We'd also recommend changing your password to something super secure, just to be safe /NQ",2017-11-27T02:52:11+00:00,2815042
g0133,@spotifycares are you offering ‘Fade Away’ from Selah Sue at any point?  I like the song and it’s not there.,playback_error,ESCALATE,unknown,True,True,troubleshooting,"@442191 Hi Debora! Just to check, are you referring to this track: https://t.co/5V7twar8it? /AU",2017-11-25T21:55:02+00:00,1384532
g0134,omg my Spotify won’t play at the same time I’m on Twitter what is going on someone help @123765 @115888,playback_error,AUTO_HANDLE,unknown,False,False,clarification,"@793165 Hey Jordi, we're here to help! Can you let us know your device, operating system, or Spotify version? We'll see what we can suggest /JP",2017-11-27T20:02:42+00:00,2853053
g0135,"@SpotifyCares I have the family plan and a hacker has hacked me twice this past month. I changed my password, but this time they changed my log in info. I cant do a thing. I NEED HELP   https://t.co/8t2QYN8LtT   for id proof",account_login,ESCALATE,unknown,True,True,troubleshooting,"@236874 Hey Nolan, that doesn't sound right! Can you DM us your account's username/email address? We'll check things backstage /JP https://t.co/ldFdZRiNAt",2017-12-01T22:08:51+00:00,508854
g0136,"@SpotifyCares 
Reset password
The CSRF token is invalid. Please try to resubmit the form.
Please fix this!!!!!!!!!!!!!!!!!!!",account_login,AUTO_HANDLE,unknown,False,True,troubleshooting,@137951 Hey Kelli! We've replied to your DM. Check your inbox /LM,2017-11-30T17:13:21+00:00,100150
g0137,"@SpotifyCares Hi-I have been adding missing songs to my playlists from my Local Files and this has worked great until today. Today, when I drop and drop my local files to my playlist it replaces them with wrong approximate matches. How do I stop this?",playlist_library,AUTO_HANDLE,unknown,False,True,troubleshooting,@238736 Hey Andy! Can you try to edit the track name before uploading the file? Let us know how it goes /SJ,2017-11-28T17:20:25+00:00,515451
g0138,"@SpotifyCares hey so a while back i tweeted about Spotify premium not transferring over local files to my iPhone SO I changed the WiFi I was using on both devices, uninstalled on both, logged out on both etc. But still not working???",premium_subscription,AUTO_HANDLE,iphone,False,True,troubleshooting,"@422461 Hey, thanks for the update. Could you fire over your account's email address or username via DM? We'll take a look under the hood /AY https://t.co/ldFdZRiNAt",2017-11-27T12:07:35+00:00,2829087
g0139,"@SpotifyCares Not that I noticed— just music then suddenly two back-to-back ads, which I’ve been getting on PC, too. I wouldn’t mind, if it wasn’t for the 30-minutes thing on mobile. But a general explanation as to why im getting double ads in general works too.",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@802640 Thanks for confirming! Just to check, did you definitely watch the video ad that grants you 30 minutes ad-free listening in full after hearing the offer? /JM",2017-11-28T17:12:51+00:00,2896761
g0140,@SpotifyCares I wanted you to know that I don’t pay for music.,playback_error,AUTO_HANDLE,unknown,False,False,link,@132184 No worries. You could still enjoy Spotify while on our Free service. More info here: https://t.co/DDxx570cXi. Hope this helps /MU,2017-11-30T12:04:17+00:00,72088
g0141,@115888 how about an incognito feature for songs and albums?Sometimes u just wanna listen to Christmas or classical music all day but don’t want 20 similar recommendations,playback_error,AUTO_HANDLE,unknown,False,False,link,"@242337 Hey! This sounds like a great idea. Suggest it in our Community at https://t.co/CTw7YUvlcF and get support from other users. If you need anything else, just shout and we'll come running 🏃 /PK",2017-12-02T08:30:12+00:00,528376
g0142,@118266 @118266 berarti premium punya saya sampai tanggal 26 Februari kan yaa?,premium_subscription,AUTO_HANDLE,unknown,False,False,link,"@710889 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /QI",2017-11-26T19:03:16+00:00,2489553
g0143,@SpotifyCares i try to upgrade my account to premium version using phone credits as my paymemt method. My phone credit was cutted but my account wasn't got upgrade. Pls help. Thanks!,premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,@821797 Hey Stephanie! Help's here. Can you DM us your account's username and email address? We'll check backstage /JL https://t.co/ldFdZRiNAt,2017-11-30T04:15:07+00:00,2979793
g0144,Spotify removed like half of my music from my downloads and I’m so mad i never wanna listen to music ever again wow. @115888 fuck off.,content_unavailable,AUTO_HANDLE,unknown,False,True,troubleshooting,"@226967 Hey, help's here! Check out the steps under “Downloads unexpectedly removed” at https://t.co/EidIERWgLX. They should help with this /PK",2017-12-01T07:44:35+00:00,470284
g0145,@SpotifyCares I want to stop my monthly payments to you because I recently bought a car and I need to save my money for payments for that. Also I dislike how have I to air my problems this way.,billing_charge,ESCALATE,car,False,False,link,"@818862 Hi Juliana, help's on the way! Could you DM us your email and username? We'll get things taken care of /JQ https://t.co/ldFdZRiNAt",2017-11-29T23:32:59+00:00,2968484
g0146,"Hey @SpotifyCares I'm having trouble loggin in with my facebook. It say that I don't have an account. 

Then when I try to sign up with FB I get that an account already exists. 

I can't submit a support ticket with you guys on your support form b/c I can't sign in. Help Please!",account_login,AUTO_HANDLE,unknown,False,True,troubleshooting,"@232845 Hey there, we're here to help! Could you DM us your account's email address? We'll check backstage for you /BX https://t.co/ldFdZRiNAt",2017-12-01T17:51:31+00:00,494230
g0147,"@SpotifyCares recently gifs on @TwitterSupport have been pausing music while I watch them despite lack of sound. iOS 11.1.2, iPhone 7 Plus, Spotify 8.4.28.1104, Twitter 7.12. I don’t remember this happening before maybe last week",device_platform,AUTO_HANDLE,ios,False,True,troubleshooting,"@796697 Hey Matt! Did the issue happen after a specific update? Does logging out, fully closing the app, and restarting your device help? /KC",2017-11-28T01:29:37+00:00,2868833
g0148,"@SpotifyCares Phone: Samsung Galaxy 6, OS: Android 7.0, Spotify Version: 8.4.28.875.",device_platform,AUTO_HANDLE,android,False,False,clarification,@515019 Got it. Does logging out &gt; restarting your device &gt; logging back in help at all? Keep us posted /MT,2017-11-27T04:17:26+00:00,1698016
g0149,"@115888 not that it wasnt my own damn fault but this is the 5th time this semester ive undownloaded my whole saved songs list accidentally... some kind of prompt along the lines of ""hey you sure you wanna delete all 967 songs rn?"" would be appreciated🙃",offline_download,AUTO_HANDLE,unknown,False,True,troubleshooting,@723465 Hey there. We're sorry to hear that. Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /QI,2017-11-26T20:05:12+00:00,2545285
g0150,"@SpotifyCares when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,@225902 That doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /DD,2017-12-01T04:28:28+00:00,466112
g0151,@SpotifyCares are you guys going to fix the notoriously bad Roku TV app? It is literally unusable.,device_platform,AUTO_HANDLE,roku,False,False,link,@262832 Hi Allen! We have some info about the Spotify app on Roku here: https://t.co/1nqkZkn6JX. Give us a shout if there's anything else /DV,2017-12-03T21:45:24+00:00,601859
g0152,"@SpotifyCares I got an email for a $99/year offer, but when I tried to sign up it tells me I'm not eligible, but that I can upgrade my account to premium (which it already is) at any time and redirects me to a family plan sign up page.",premium_subscription,AUTO_HANDLE,unknown,False,True,troubleshooting,"@236882 Hey Nicki, help's here! Can you DM us your account's username and email address? We'll check it out backstage 🔍 /LX https://t.co/ldFdZRiNAt",2017-12-01T22:00:13+00:00,508874
g0153,@SpotifyCares I have my phone but it isn't ideal when listening to music at home. My fancy but ancient speakers don't work with it. Also I used to like if I had people round we could all add to the play queue. Phone isn't the same,playback_error,AUTO_HANDLE,unknown,False,True,troubleshooting,"@230511 No worries! We hear you, and we'll pass your feedback on to our devs. For now, check out the official idea and add your comments here: https://t.co/4uPO8p8vHi. Any other questions, we're just a tweet away /JE",2017-12-01T16:48:27+00:00,485528
g0154,@SpotifyCares hi Spotify you've sent this link in an email to me to contact you so I'd thought I'd drop you a line. My premium account has been hacked and your customer service is nothing short of atrocious. I hope your night is going better than mine.,premium_subscription,ESCALATE,unknown,True,False,link,@786200 Hi Jason! We’re sorry to hear that. We'd suggest checking out https://t.co/QHn3ok8y2n for what to do next /DD,2017-11-27T06:50:24+00:00,2820826
g0155,"@115888 why'd I get charged twice this month, once for normal 10 second for 15",billing_charge,ESCALATE,unknown,True,True,troubleshooting,"@689325 Hi Jon! Don't worry, we'll sort this out. Could you send us a DM with your account's email address and username? We'll check under the hood /NJ https://t.co/ldFdZRiNAt",2017-11-26T17:32:38+00:00,2394403
g0156,"@SpotifyCares win 7 ultimate 64 bits. spotify 1.0.68.407.g6864aaaf. and not, logging or rebooting doesn't work, because every time it updates, it reinstates the boot with windows option. i've even killed the windows startup process, but it's there every time it updates again and again",device_platform,AUTO_HANDLE,windows,False,True,troubleshooting,"@786592 Got it. Spotify will revert to opening automatically after each update, but we appreciate the feedback. We'll pass it on /AQ",2017-11-27T18:50:50+00:00,2822732
g0157,@SpotifyCares they’re still there but all my downloads were deleted and the albums saved have half the songs missing now,playlist_library,AUTO_HANDLE,unknown,False,True,troubleshooting,@791311 That's strange. Can you DM us your account's username or email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt,2017-11-28T14:03:18+00:00,2844607
g0158,"@115888 can’t pay because my visa was stolen and doesn’t work, having new sent to Thailand but now trapped in Bali due to volcano pls don’t cancel my premium 😭😭 blame the volcano and thieves",premium_subscription,ESCALATE,unknown,True,True,troubleshooting,@796968 Hey there! We'd like to discuss your account in Private. Could you DM us your account's email address? We'll check backstage /GK https://t.co/ldFdZRiNAt,2017-11-28T06:25:37+00:00,2870038
g0159,@148611 @SpotifyCares I just cancelled my premium subscription cos you guys are giving me the hardest time paying my subscription via mobile payment. Pls do something about this!!! I loaded 300 in total using 2 phones! 150 for each phone 😭 https://t.co/iohEDY3SlL,billing_charge,AUTO_HANDLE,unknown,False,True,troubleshooting,"@717830 @115888 Hi there! Don't worry, we'll sort this out. Can you send us a DM with your account's email address? We'll check behind the scenes /NJ https://t.co/ldFdZRiNAt",2017-11-26T19:34:13+00:00,2520095
g0160,"@115888 Hello, I'm from Chile and I have been paying a family plan for 5 months. However, I am not able to use it, because I can not add more users to the family plan.
What can I do to solve this? I really want the service that you are offering.",premium_subscription,AUTO_HANDLE,unknown,False,False,link,@515029 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt,2017-11-26T04:59:55+00:00,1698046
g0161,@115888 Why is this happening? I always listen through Alexa. https://t.co/0A41wwlx20,device_platform,AUTO_HANDLE,alexa,False,False,clarification,"@820501 Hi there. Don't worry, we'll look into this. Can you tell us what device, operating system, and app version you're using? We'll see what we can suggest /JU",2017-11-30T02:56:08+00:00,2975074
