golden_id,customer_msg,auto_intent,human_intent,auto_escalation,human_escalation,platform,has_escalation_signal,confidence_note,reviewer_notes
g0147,"@SpotifyCares recently gifs on @TwitterSupport have been pausing music while I watch them despite lack of sound. iOS 11.1.2, iPhone 7 Plus, Spotify 8.4.28.1104, Twitter 7.12. I don’t remember this happening before maybe last week",device_platform,,AUTO_HANDLE,,ios,False,,
g0148,"@SpotifyCares Phone: Samsung Galaxy 6, OS: Android 7.0, Spotify Version: 8.4.28.875.",device_platform,,AUTO_HANDLE,,android,False,,
g0149,"@115888 not that it wasnt my own damn fault but this is the 5th time this semester ive undownloaded my whole saved songs list accidentally... some kind of prompt along the lines of ""hey you sure you wanna delete all 967 songs rn?"" would be appreciated🙃",offline_download,,AUTO_HANDLE,,unknown,False,,
g0150,"@SpotifyCares when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",playback_error,,AUTO_HANDLE,,unknown,False,,
g0151,@SpotifyCares are you guys going to fix the notoriously bad Roku TV app? It is literally unusable.,device_platform,,AUTO_HANDLE,,roku,False,,
g0152,"@SpotifyCares I got an email for a $99/year offer, but when I tried to sign up it tells me I'm not eligible, but that I can upgrade my account to premium (which it already is) at any time and redirects me to a family plan sign up page.",premium_subscription,,AUTO_HANDLE,,unknown,False,MULTI-KEYWORD — possible ambiguity,
g0153,@SpotifyCares I have my phone but it isn't ideal when listening to music at home. My fancy but ancient speakers don't work with it. Also I used to like if I had people round we could all add to the play queue. Phone isn't the same,playback_error,,AUTO_HANDLE,,unknown,False,,
g0154,@SpotifyCares hi Spotify you've sent this link in an email to me to contact you so I'd thought I'd drop you a line. My premium account has been hacked and your customer service is nothing short of atrocious. I hope your night is going better than mine.,premium_subscription,,ESCALATE,,unknown,True,MULTI-KEYWORD — possible ambiguity | ESCALATION-SIGNAL — verify label,
g0155,"@115888 why'd I get charged twice this month, once for normal 10 second for 15",billing_charge,,ESCALATE,,unknown,True,ESCALATION-SIGNAL — verify label,
g0156,"@SpotifyCares win 7 ultimate 64 bits. spotify 1.0.68.407.g6864aaaf. and not, logging or rebooting doesn't work, because every time it updates, it reinstates the boot with windows option. i've even killed the windows startup process, but it's there every time it updates again and again",device_platform,,AUTO_HANDLE,,windows,False,,
g0157,@SpotifyCares they’re still there but all my downloads were deleted and the albums saved have half the songs missing now,playlist_library,,AUTO_HANDLE,,unknown,False,,
g0158,"@115888 can’t pay because my visa was stolen and doesn’t work, having new sent to Thailand but now trapped in Bali due to volcano pls don’t cancel my premium 😭😭 blame the volcano and thieves",premium_subscription,,ESCALATE,,unknown,True,ESCALATION-SIGNAL — verify label,
g0159,@148611 @SpotifyCares I just cancelled my premium subscription cos you guys are giving me the hardest time paying my subscription via mobile payment. Pls do something about this!!! I loaded 300 in total using 2 phones! 150 for each phone 😭 https://t.co/iohEDY3SlL,billing_charge,,AUTO_HANDLE,,unknown,False,MULTI-KEYWORD — possible ambiguity,
g0160,"@115888 Hello, I'm from Chile and I have been paying a family plan for 5 months. However, I am not able to use it, because I can not add more users to the family plan.
What can I do to solve this? I really want the service that you are offering.",premium_subscription,,AUTO_HANDLE,,unknown,False,,
g0161,@115888 Why is this happening? I always listen through Alexa. https://t.co/0A41wwlx20,device_platform,,AUTO_HANDLE,,alexa,False,,
g0162,"Ok so that’s twice in the last week my library has deleted itself for no apparent reason, what’s going on pls @115888",playlist_library,,AUTO_HANDLE,,unknown,False,,
g0163,"@SpotifyCares Here, saved you some work:

/^[(]{0,1}[0-9]{3}[)]{0,1}[-\s\.]{0,1}[0-9]{3}[-\s\.]{0,1}[0-9]{4}$/",playlist_library,,AUTO_HANDLE,,unknown,False,,
g0164,@115888 for iPhone X needs an update. Car Bluetooth isn’t always sending song data and controls don’t work.,device_platform,,AUTO_HANDLE,,iphone,False,,
g0165,"@SpotifyCares When I try to login to my account on a Desktop PC, it tells me I don't have an account linked to my Facebook profile. Then when I try to reset my password, it tells me to sign in with Facebook?",account_login,,ESCALATE,,unknown,False,,
g0166,"@115888 do you guys have a different idea of how long 30 minutes is? Because ""30 minutes of ad free music"" isn't 30 minutes.",playback_error,,AUTO_HANDLE,,unknown,False,,
g0167,@SpotifyCares hi I bought family premium. I have Spotify on my phone but my son's play store says it's not available in his country yet we live in the same house let alone country,premium_subscription,,AUTO_HANDLE,,unknown,False,MULTI-KEYWORD — possible ambiguity,
g0168,"@SpotifyCares Hey guys! I have a query relating to a release date bug on the latest macOS client. Everything updated, fresh install. Has been persisting for about a month. Shows the correct year on artist page but then one year off on album page. See pics for details. TIA :) https://t.co/QYPvIJxCqT",app_crash_bug,,AUTO_HANDLE,,unknown,False,,
g0169,@SpotifyCares hi can you explain why my username is always random numbers and letters when i sign up,account_login,,AUTO_HANDLE,,unknown,False,,
g0170,@SpotifyCares I’m unable to reset my password. I sent you guys a DM,account_login,,AUTO_HANDLE,,unknown,False,,
g0171,"Me: @SpotifyCares I need help resetting my password. Spotify help: Sorry to hear this, I'm here to help (disconnect). All day long :(",account_login,,AUTO_HANDLE,,unknown,False,,
g0172,@115888 App won't load on my Galaxy S8+. Bit naughty considering I pay for premium.,premium_subscription,,AUTO_HANDLE,,unknown,False,,
g0173,@SpotifyCares It did not crash no. Was just quite irritating is all,app_crash_bug,,AUTO_HANDLE,,unknown,False,,
g0174,@SpotifyCares Sonos Play:1,device_platform,,AUTO_HANDLE,,sonos,False,SHORT — verify intent,
g0175,I wanna be a @115888 playlist creator. Hire me. Plz,playlist_library,,AUTO_HANDLE,,unknown,False,,
g0176,when can i stream pitbulls greatest hits album ? @115888,playback_error,,AUTO_HANDLE,,unknown,False,,
g0177,"Another day, another device @115888 randomly connects to and plays randomly chosen music through. 🙄 How do I stop this from happening without constantly having to unconnect bluetooth? @SpotifyCares",playback_error,,AUTO_HANDLE,,unknown,False,,
g0178,@SpotifyCares having issues with premium not working for my account on mobile device,premium_subscription,,AUTO_HANDLE,,unknown,False,MULTI-KEYWORD — possible ambiguity,
g0179,does anyone here ever made payment via molpay for Spotify premium..how ??,billing_charge,,AUTO_HANDLE,,unknown,False,MULTI-KEYWORD — possible ambiguity,
g0180,"@115888 why tf does your app play ‘suggested music’ instead of the actual music I want, even when I’ve turned off auto play?",playback_error,,AUTO_HANDLE,,unknown,False,,
g0181,@SpotifyCares Please fix the issue where offline music is randomly deleted. It's a big problem whilst travelling.,offline_download,,AUTO_HANDLE,,unknown,False,,
g0182,@SpotifyCares Sorry. Today's problem was with Google Play Music. I was just comparing the experience to what you guys did to me a few years ago.,playback_error,,AUTO_HANDLE,,unknown,False,,
g0183,@SpotifyCares how would I go about recovering a stolen premium account?,premium_subscription,,ESCALATE,,unknown,True,MULTI-KEYWORD — possible ambiguity | ESCALATION-SIGNAL — verify label,
g0184,"@SpotifyCares @228595 Gutted, just missed my Vodafone free 2 Years premium by 1 day ahhhh",premium_subscription,,AUTO_HANDLE,,unknown,False,,
g0185,Hey @SpotifyCares can y’all activate my premium. Or can I have my money back?,billing_charge,,AUTO_HANDLE,,unknown,False,,
g0186,"@SpotifyCares I have troubles saving data to SD card on android. Reinstalling, changing settings, remounting, clearing cache ... nothing works. There is quite a lot of people with the same issue. Do you have any solutions to this?",offline_download,,AUTO_HANDLE,,android,False,,
g0187,@SpotifyCares hi my premium account was stolen and had the email changed without my permission and I would really appreciate some help with this,premium_subscription,,ESCALATE,,unknown,True,MULTI-KEYWORD — possible ambiguity | ESCALATION-SIGNAL — verify label,
g0188,@SpotifyCares I updated my subscription and credit card got charged but my premium subscription still paused. can you help?,billing_charge,,ESCALATE,,unknown,False,MULTI-KEYWORD — possible ambiguity,
g0189,anybody else having an issue getting @115888 to connect to a @118117 at all? Won't play through the Spotify app or Sonos controller?!,device_platform,,AUTO_HANDLE,,sonos,False,,
g0190,@SpotifyCares Not really I actually think over all the app is shit. There’s not enough options. You can’t skip the songs you want without paying 9.99 a month which is disgusting.... frankly it’s not worth the space on my phone.... waste of time and money.,billing_charge,,ESCALATE,,unknown,False,,
g0191,"@SpotifyCares Hello, i have a probelm with sign up in application ""iphone"" ;)",device_platform,,AUTO_HANDLE,,iphone,False,,
g0192,"@SpotifyCares hey, I pay for spotify premium and every other week, sometimes twice a week all my music undownloads.",premium_subscription,,AUTO_HANDLE,,unknown,False,MULTI-KEYWORD — possible ambiguity,
g0193,"@SpotifyCares Why is my account suddenly paused  just a few days after i redeemed 3 months gift card? I can even see in my account details i redeemed that card, very convenient if you want to play music for your guests",playback_error,,AUTO_HANDLE,,unknown,False,MULTI-KEYWORD — possible ambiguity,
g0194,"@SpotifyCares hey y'all! I saw that reputation by Taylor Swift is in your library, but I can't play any of the songs besides the ones that were in your system prior to today. Can you tell me when the blacked-out songs will be available to stream?",playlist_library,,AUTO_HANDLE,,unknown,False,,
g0195,"@SpotifyCares I can't select my #Sonos speaker (Office) in the ""Devices Available"" menu and can't play #Spotify to it anymore since Sonos removed Spotify from their music services menu. What do I do?
[MacOS 10.11.6, Spotify 1.0.68.407.g6864aaaf Sonos 8.2.1] https://t.co/ed73b93LfE",content_unavailable,,AUTO_HANDLE,,sonos,False,,
g0196,"@SpotifyCares A restart seems to have fixed the black screen issue. However it still switches to offline mode between sessions (on both wifi and data,).",app_crash_bug,,AUTO_HANDLE,,unknown,False,,
g0197,@SpotifyCares Sorry I meant more if I have music in my collection that’s not in yours. I know a few other services let you add it to the cloud to stream.,playback_error,,AUTO_HANDLE,,unknown,False,,
g0198,@spotifycares please contact me because someone is using my credit card number through fraud and I have no spotify account but there are monthly charges on my statement. I don't want to create a spotify acct and confuse this issue. Card is cancelled but I need charges to stop too,billing_charge,,ESCALATE,,unknown,True,MULTI-KEYWORD — possible ambiguity | ESCALATION-SIGNAL — verify label,
g0199,@SpotifyCares This is not a problem of my specific instance of the app. This is a problem of the Android app in general.,device_platform,,AUTO_HANDLE,,android,False,,
g0200,"Hi @115888, how does one get ones music onto one of your prestigious playlists? A ‘Focus’ based one perhaps?",playback_error,,AUTO_HANDLE,,unknown,False,,
