example_id,customer_message,human_intent,human_escalation,label_source,human_verified,auto_intent,auto_escalation,platform,has_escalation_signal,brand_response,agent_ts,convo_id,notes
g0101,"@SpotifyCares iPad mini2, iPhone SE, both iOS 11.1.2 - but this issue is dated back before iOS 11 (hoped the updates will do something about it...) and it occures on both saved and streamed songs (either on WiFi or mobile). Desktop is fine.",playback_error,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,ipad,False,,,,Songs stop mid-track on iOS/mobile
g0102,"@SpotifyCares Windows 10
Spotify 1.0.68.407",device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,windows,False,,,,Windows 10 and Spotify version are environment details for troubleshooting; device/platform context
g0103,@115888 my music is taking 3+ minutes to download one song. I have 900. Help!,offline_download,AUTO_HANDLE,human_reviewed,True,offline_download,AUTO_HANDLE,unknown,False,,,,Songs are taking several minutes to download; download performance/troubleshooting issue
g0104,@116130 why am i being charged twice. One payment of 9.99 and one of 4.99 (as im a student),billing_charge,ESCALATE,human_reviewed,True,billing_charge,ESCALATE,unknown,True,,,,Charged twice (.99 and student .99); double billing dispute requires account investigation
g0105,"@SpotifyCares here we are 3 weeks later! what's the word? when do we get Alexa/Echo multiroom? Or if not, why not? Legal issues? @118117 getting upset with you? You just asked me to reup for a year for $100 and @115821 is making it real easy to quit you and move on - tell me why I shouldn't?",device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,ESCALATE,alexa,True,,,,Feature request for Alexa/Echo multi-room audio support; platform capability guidance
g0106,"@121907 What about the ""Radio"" function on Thailand Premium?? Do we know when Thailand will introduce it? I have been waiting for months!!!????? https://t.co/Bo3wrqkzeD",premium_subscription,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Inquiry regarding Radio feature availability on Thailand Premium; regional feature availability guidance
g0107,@115888 my Spotify keeps jumping to play Drill Beats. Has my account been hacked?,account_login,ESCALATE,human_reviewed,True,playback_error,ESCALATE,unknown,True,,,,Suspected hacked account/unauthorized playback
g0108,@SpotifyCares I’m a premium acct and I got a message saying I need to update CC info but no where to do it in app or contact help. Please help.,billing_charge,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Notification to update credit card details; guidance on updating payment method in account page
g0109,@117153 I've been paying $14.99 per month several months for what?? I can't access premium or downloads. I demand full refund since subscription commenced.,billing_charge,ESCALATE,human_reviewed,True,billing_charge,AUTO_HANDLE,unknown,False,,,,Paying for Premium without access and demanding a full refund; financial dispute
g0110,"So @115888 @SpotifyCares how many ads one after another is enough? I had at least 4 ads so far, i wonder if I’ll ever hear music?",premium_subscription,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Too many consecutive ads on Free service; ad-supported Free tier feedback
g0111,"@SpotifyCares The past month or two has been an absolutely horrific user experience. Why is the platform degrading—getting more buggy? Patch your bugs or I'm gone. In the meantime, I'll take a two month refund/credit.",billing_charge,ESCALATE,human_reviewed,True,billing_charge,ESCALATE,unknown,False,,,,Demanding refund/credit due to degraded service quality; billing dispute
g0112,@115888 Can you please update us on how long these problems will take to fix? I still can't log in due to them :/,account_login,AUTO_HANDLE,human_reviewed,True,account_login,ESCALATE,unknown,False,,,,Login problem and request for status/update; no security or financial risk indicated
g0113,@SpotifyCares Not on my desktop right now. But it's Windows 10. And app tries to start and then shuts down after seconds.,app_crash_bug,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,windows,False,,,,Desktop app crashes seconds after startup on Windows 10; application crash troubleshooting
g0114,"@SpotifyCares Most of the ads are too loud, significantly louder than music is. It's on all platforms and devices. Need to implement some kind of avg loudness req",premium_subscription,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Feedback about excessive ad volume compared to music; ad-supported Free tier feedback
g0115,hello my spotify problem still hasnt fixed and i realized it was bc of my country in apple id since its on korea 😩 so i had to cancel my applemusic subscription as well BUT FUCKING BITCH IT WASNT CANCELLED I STILL HAVE TO WAIT FOR FEW WEEKS TO CANCEL MY MEMBERSHIP IM MAD,premium_subscription,ESCALATE,human_reviewed,True,content_unavailable,AUTO_HANDLE,unknown,False,,,,Country mismatch between Apple ID and Spotify account preventing access; complex cross-service region dispute requires account investigation
g0116,"@SpotifyCares i’m using windows 7 on desktop, and everytime i try to open the program is gives me this, which only started happening 2 days ago. i do reinstall it like it says but i have to reinstall everytime i want to turn on my computer https://t.co/A4DSWkXDOR",app_crash_bug,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,windows,False,,,,Persistent Windows 7 client crash requiring repeated reinstalls; application bug troubleshooting
g0117,"I love how @115888 keeps giving me reasons NOT to give money to them. WHY IN THE WORLD IS SPOTIFY RUNNING ON MY PHONE WHEN I'M PLAYING IT ON MY DESKTOP? And there seems to be no way to disable this. 

Back to youtube and deezer I go then",device_platform,AUTO_HANDLE,human_reviewed,True,billing_charge,AUTO_HANDLE,unknown,False,,,,Confusion over Spotify running concurrently on mobile and desktop; device playback behavior guidance
g0118,"@115888 pls stop recommending me country music, Niall's album is folk-pop, there's a difference. 😭",playlist_library,AUTO_HANDLE,human_reviewed,True,content_unavailable,AUTO_HANDLE,unknown,False,,,,Feedback regarding unwanted genre recommendations; library/recommendation feedback
g0119,@SpotifyCares my Spotify premium got hacked — got a notification that email address was changed. Sent u guys an email and u didn’t reply. Please rectify - I don’t want to cancel my subscription,account_login,ESCALATE,human_reviewed,True,premium_subscription,ESCALATE,unknown,True,,,,Account email changed after hack; cannot access account
g0120,@115888 why isn't @21502's Where are you Christmas on here???? It would make my Christmas playlist a 12/10🔥🔥🔥,content_unavailable,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Track unavailable for Christmas playlist; content unavailable
g0121,"@SpotifyCares I can't log into Spotify via my Facebook account - ""You don't have an account set up with these Facebook credentials.   Sign up for one now.""  I try to sign up for one, but my email is already used.  I need to have my email and/or Facebook account removed.",account_login,AUTO_HANDLE,human_reviewed,True,content_unavailable,AUTO_HANDLE,unknown,False,,,,Facebook credential login conflict with existing email; account login/linking troubleshooting
g0122,"@SpotifyCares yo could you all improve your shuffle feature, like add an accumulator so that each time a song doesn't play it increases its chance of playing next? I have 1300+ songs in my library but feel like I have a similar cluster of songs come up everytime listen :(",playlist_library,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Feedback and suggestions for improving shuffle algorithm randomness; playlist/library feature feedback
g0123,@SpotifyCares spotify 8.4.28 ios 11.1,device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,ios,False,,,,iOS/Spotify version information supplied for troubleshooting; device/platform context
g0124,@SpotifyCares Sorry - why would I want to revoke access? I want to use Spotify on my sonos..:,device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,sonos,False,,,,Inquiry about revoking access to reconnect Sonos; device/platform troubleshooting
g0125,"@SpotifyCares no, i turned off the notifs sounds because i thought that was the problem! snapchat is one of the main ones. sometimes the music just shuts off out of nowhere. im the only one that uses my spotify account",playback_error,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Music cutting off when receiving notifications; audio playback interruption
g0126,@115888 I want to use @159550 to get my podcast on Spotify. How can I get it in the podcast category instead on the music section?,content_unavailable,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Inquiry on categorizing podcast on Spotify; podcast catalog/content inquiry
g0127,My @115888 it's okay now 😍 I can download and stream all the songs of @133324  💜💜💜,offline_download,AUTO_HANDLE,human_reviewed,True,offline_download,AUTO_HANDLE,unknown,False,,,,Confirmation of resolved download and streaming capability; offline download confirmation
g0128,Hey @115888 you wanna tell me why I'm still getting those stupid suggested tracks on my app when I have the setting for it turned off? I wanna listen to my music and no one else's.,premium_subscription,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Complaint about suggested tracks playing on mobile Free tier; Free tier feature limitations
g0129,@SpotifyCares Yes they are up to date. I just have an issue when I'm listening to a playlist sometimes it will pause the song. And the only way to fix it is to start the song again,playback_error,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Music pauses unexpectedly during playlist playback; playback pausing issue
g0130,@SpotifyCares I got locked out of my account because of a paypal issue. Help! I need my music!,account_login,ESCALATE,human_reviewed,True,account_login,AUTO_HANDLE,unknown,False,,,,Account locked due to payment-provider issue; access is blocked and account-specific investigation is required
g0131,"@SpotifyCares Just signed up for premium during the 99 cent/three month trial. However my username is not right. I know I need to close the account and basically start over, but can I do this while keeping the trial going? Thanks!",account_login,AUTO_HANDLE,human_reviewed,True,account_login,AUTO_HANDLE,unknown,False,,,,Signed up with wrong username during trial; account setup assistance
g0132,Yo @115888 @117168 someone need trying to use my account while I’m using it right now.. we’re literally battling between Christmas and Mexican music right now. How do I cut them off??,account_login,ESCALATE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Unauthorized concurrent usage on account; account security compromise
g0133,@spotifycares are you offering ‘Fade Away’ from Selah Sue at any point?  I like the song and it’s not there.,content_unavailable,AUTO_HANDLE,human_reviewed,True,playback_error,ESCALATE,unknown,True,,,,Requesting track availability on Spotify catalog; content unavailable
g0134,omg my Spotify won’t play at the same time I’m on Twitter what is going on someone help @123765 @115888,playback_error,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Playback stopping when opening Twitter app; audio playback conflict
g0135,"@SpotifyCares I have the family plan and a hacker has hacked me twice this past month. I changed my password, but this time they changed my log in info. I cant do a thing. I NEED HELP   https://t.co/8t2QYN8LtT   for id proof",account_login,ESCALATE,human_reviewed,True,account_login,ESCALATE,unknown,True,,,,Hacker changed login information; account inaccessible
g0136,"@SpotifyCares 
Reset password
The CSRF token is invalid. Please try to resubmit the form.
Please fix this!!!!!!!!!!!!!!!!!!!",account_login,AUTO_HANDLE,human_reviewed,True,account_login,AUTO_HANDLE,unknown,False,,,,Password reset form error with invalid CSRF token; account login issue
g0137,"@SpotifyCares Hi-I have been adding missing songs to my playlists from my Local Files and this has worked great until today. Today, when I drop and drop my local files to my playlist it replaces them with wrong approximate matches. How do I stop this?",playlist_library,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Local files matching to wrong tracks in playlist; playlist/library functionality
g0138,"@SpotifyCares hey so a while back i tweeted about Spotify premium not transferring over local files to my iPhone SO I changed the WiFi I was using on both devices, uninstalled on both, logged out on both etc. But still not working???",device_platform,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,iphone,False,,,,Local files not syncing to iPhone over WiFi; device/platform sync issue
g0139,"@SpotifyCares Not that I noticed— just music then suddenly two back-to-back ads, which I’ve been getting on PC, too. I wouldn’t mind, if it wasn’t for the 30-minutes thing on mobile. But a general explanation as to why im getting double ads in general works too.",premium_subscription,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Inquiring about video ad rewards and double ads; ad-supported Free tier features
g0140,@SpotifyCares I wanted you to know that I don’t pay for music.,premium_subscription,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Question/information about Free vs paid service
g0141,@115888 how about an incognito feature for songs and albums?Sometimes u just wanna listen to Christmas or classical music all day but don’t want 20 similar recommendations,playlist_library,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Requesting private listening/incognito feature for playlists; playlist/library feature suggestion
g0142,@118266 @118266 berarti premium punya saya sampai tanggal 26 Februari kan yaa?,premium_subscription,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Inquiring about promo end date for 3-month trial; subscription terms inquiry
g0143,@SpotifyCares i try to upgrade my account to premium version using phone credits as my paymemt method. My phone credit was cutted but my account wasn't got upgrade. Pls help. Thanks!,billing_charge,ESCALATE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Phone credit deducted but account not upgraded; billing payment dispute
g0144,Spotify removed like half of my music from my downloads and I’m so mad i never wanna listen to music ever again wow. @115888 fuck off.,offline_download,AUTO_HANDLE,human_reviewed,True,content_unavailable,AUTO_HANDLE,unknown,False,,,,Downloaded music disappeared; directly matches downloads unexpectedly removed
g0145,@SpotifyCares I want to stop my monthly payments to you because I recently bought a car and I need to save my money for payments for that. Also I dislike how have I to air my problems this way.,billing_charge,AUTO_HANDLE,human_reviewed,True,billing_charge,ESCALATE,car,False,,,,Wants to stop monthly payments/cancel subscription; routine cancellation request
g0146,"Hey @SpotifyCares I'm having trouble loggin in with my facebook. It say that I don't have an account. 

Then when I try to sign up with FB I get that an account already exists. 

I can't submit a support ticket with you guys on your support form b/c I can't sign in. Help Please!",account_login,AUTO_HANDLE,human_reviewed,True,account_login,AUTO_HANDLE,unknown,False,,,,Login loop with Facebook credential mismatch; account login troubleshooting
g0147,"@SpotifyCares recently gifs on @TwitterSupport have been pausing music while I watch them despite lack of sound. iOS 11.1.2, iPhone 7 Plus, Spotify 8.4.28.1104, Twitter 7.12. I don’t remember this happening before maybe last week",playback_error,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,ios,False,,,,Twitter gifs pausing music playback on iOS; audio playback interruption
g0148,"@SpotifyCares Phone: Samsung Galaxy 6, OS: Android 7.0, Spotify Version: 8.4.28.875.",device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,android,False,,,,Samsung Galaxy and OS version provided; device/platform context
g0149,"@115888 not that it wasnt my own damn fault but this is the 5th time this semester ive undownloaded my whole saved songs list accidentally... some kind of prompt along the lines of ""hey you sure you wanna delete all 967 songs rn?"" would be appreciated🙃",offline_download,AUTO_HANDLE,human_reviewed,True,offline_download,AUTO_HANDLE,unknown,False,,,,Saved songs/downloads accidentally removed
g0150,"@SpotifyCares when im listening to music it states that i can click the thing to get 30 minutes of ad free listening but when i go to click the part that has been there in the past, its not there so i cant do anything. it has done this about three times since i started listening today",premium_subscription,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Offer for 30 minutes ad-free music not appearing; Free tier ad-supported feature issue
g0151,@SpotifyCares are you guys going to fix the notoriously bad Roku TV app? It is literally unusable.,device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,roku,False,,,,Complaining about Roku TV app performance; device/platform app issue
g0152,"@SpotifyCares I got an email for a $99/year offer, but when I tried to sign up it tells me I'm not eligible, but that I can upgrade my account to premium (which it already is) at any time and redirects me to a family plan sign up page.",premium_subscription,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Annual offer email redirected to family plan; subscription offer eligibility inquiry
g0153,@SpotifyCares I have my phone but it isn't ideal when listening to music at home. My fancy but ancient speakers don't work with it. Also I used to like if I had people round we could all add to the play queue. Phone isn't the same,device_platform,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Speaker/device compatibility and queue feature feedback
g0154,@SpotifyCares hi Spotify you've sent this link in an email to me to contact you so I'd thought I'd drop you a line. My premium account has been hacked and your customer service is nothing short of atrocious. I hope your night is going better than mine.,account_login,ESCALATE,human_reviewed,True,premium_subscription,ESCALATE,unknown,True,,,,Premium account hacked; clear account compromise/security issue
g0155,"@115888 why'd I get charged twice this month, once for normal 10 second for 15",billing_charge,ESCALATE,human_reviewed,True,billing_charge,ESCALATE,unknown,True,,,,Charged twice in one month ( and ); disputed double charge
g0156,"@SpotifyCares win 7 ultimate 64 bits. spotify 1.0.68.407.g6864aaaf. and not, logging or rebooting doesn't work, because every time it updates, it reinstates the boot with windows option. i've even killed the windows startup process, but it's there every time it updates again and again",device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,windows,False,,,,Desktop app reinstating boot with Windows after update; OS/platform behavior
g0157,@SpotifyCares they’re still there but all my downloads were deleted and the albums saved have half the songs missing now,offline_download,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Downloads deleted and songs missing from saved albums; offline download/storage issue
g0158,"@115888 can’t pay because my visa was stolen and doesn’t work, having new sent to Thailand but now trapped in Bali due to volcano pls don’t cancel my premium 😭😭 blame the volcano and thieves",billing_charge,ESCALATE,human_reviewed,True,premium_subscription,ESCALATE,unknown,True,,,,Payment method stolen/unavailable and premium payment issue requires private account handling
g0159,@148611 @SpotifyCares I just cancelled my premium subscription cos you guys are giving me the hardest time paying my subscription via mobile payment. Pls do something about this!!! I loaded 300 in total using 2 phones! 150 for each phone 😭 https://t.co/iohEDY3SlL,billing_charge,ESCALATE,human_reviewed,True,billing_charge,AUTO_HANDLE,unknown,False,,,,Mobile payment deducted multiple times without subscription; billing charge dispute
g0160,"@115888 Hello, I'm from Chile and I have been paying a family plan for 5 months. However, I am not able to use it, because I can not add more users to the family plan.
What can I do to solve this? I really want the service that you are offering.",premium_subscription,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Unable to add family members to Family plan in Chile; subscription management inquiry
g0161,@115888 Why is this happening? I always listen through Alexa. https://t.co/0A41wwlx20,device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,alexa,False,,,,Playback failing through Alexa integration; device/platform connection issue
g0162,"Ok so that’s twice in the last week my library has deleted itself for no apparent reason, what’s going on pls @115888",playlist_library,ESCALATE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Library repeatedly deleted itself; recurring data loss and agent requests account details for investigation
g0163,"@SpotifyCares Here, saved you some work:

/^[(]{0,1}[0-9]{3}[)]{0,1}[-\s\.]{0,1}[0-9]{3}[-\s\.]{0,1}[0-9]{4}$/",account_login,ESCALATE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Context concerns users entering full phone numbers/account data; privacy/security concern requires human handling
g0164,@115888 for iPhone X needs an update. Car Bluetooth isn’t always sending song data and controls don’t work.,device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,iphone,False,,,,iPhone X car Bluetooth controls and metadata failing; device/platform compatibility
g0165,"@SpotifyCares When I try to login to my account on a Desktop PC, it tells me I don't have an account linked to my Facebook profile. Then when I try to reset my password, it tells me to sign in with Facebook?",account_login,AUTO_HANDLE,human_reviewed,True,account_login,ESCALATE,unknown,False,,,,Facebook-linked login/password-reset problem; standard account-login troubleshooting
g0166,"@115888 do you guys have a different idea of how long 30 minutes is? Because ""30 minutes of ad free music"" isn't 30 minutes.",premium_subscription,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Complaint about ad-free duration not lasting 30 minutes; ad-supported Free tier limitation
g0167,@SpotifyCares hi I bought family premium. I have Spotify on my phone but my son's play store says it's not available in his country yet we live in the same house let alone country,device_platform,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Spotify availability differs between devices/country settings; Play Store/device compatibility issue
g0168,"@SpotifyCares Hey guys! I have a query relating to a release date bug on the latest macOS client. Everything updated, fresh install. Has been persisting for about a month. Shows the correct year on artist page but then one year off on album page. See pics for details. TIA :) https://t.co/QYPvIJxCqT",app_crash_bug,AUTO_HANDLE,human_reviewed,True,app_crash_bug,AUTO_HANDLE,unknown,False,,,,Persistent macOS client release-date display bug; software bug with standard troubleshooting
g0169,@SpotifyCares hi can you explain why my username is always random numbers and letters when i sign up,account_login,AUTO_HANDLE,human_reviewed,True,account_login,AUTO_HANDLE,unknown,False,,,,Inquiry about auto-generated username format; account login/profile question
g0170,@SpotifyCares I’m unable to reset my password. I sent you guys a DM,account_login,AUTO_HANDLE,human_reviewed,True,account_login,AUTO_HANDLE,unknown,False,,,,Password reset assistance request; standard account login troubleshooting
g0171,"Me: @SpotifyCares I need help resetting my password. Spotify help: Sorry to hear this, I'm here to help (disconnect). All day long :(",account_login,AUTO_HANDLE,human_reviewed,True,account_login,AUTO_HANDLE,unknown,False,,,,Repeated disconnections during password reset assistance; account login troubleshooting
g0172,@115888 App won't load on my Galaxy S8+. Bit naughty considering I pay for premium.,app_crash_bug,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,App will not load on Galaxy S8+; standard troubleshooting is appropriate
g0173,@SpotifyCares It did not crash no. Was just quite irritating is all,premium_subscription,AUTO_HANDLE,human_reviewed,True,app_crash_bug,AUTO_HANDLE,unknown,False,,,,Ad-free reward not granted after video ad; ad-supported Free tier issue
g0174,@SpotifyCares Sonos Play:1,device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,sonos,False,,,,Sonos Play:1 device context for troubleshooting; no escalation risk
g0175,I wanna be a @115888 playlist creator. Hire me. Plz,playlist_library,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,User expressing interest in creating playlists for Spotify; playlist curation inquiry
g0176,when can i stream pitbulls greatest hits album ? @115888,content_unavailable,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Asking when Pitbull album will be streamable; content unavailable
g0177,"Another day, another device @115888 randomly connects to and plays randomly chosen music through. 🙄 How do I stop this from happening without constantly having to unconnect bluetooth? @SpotifyCares",device_platform,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Spotify Connect randomly playing through Bluetooth devices; device/platform connection issue
g0178,@SpotifyCares having issues with premium not working for my account on mobile device,premium_subscription,ESCALATE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Premium features not active on mobile device; account-specific subscription investigation
g0179,does anyone here ever made payment via molpay for Spotify premium..how ??,billing_charge,AUTO_HANDLE,human_reviewed,True,billing_charge,AUTO_HANDLE,unknown,False,,,,Inquiry regarding how to make payment via MOLPay; payment method question
g0180,"@115888 why tf does your app play ‘suggested music’ instead of the actual music I want, even when I’ve turned off auto play?",playback_error,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Suggested tracks playing despite turning off autoplay; playback/queue behavior
g0181,@SpotifyCares Please fix the issue where offline music is randomly deleted. It's a big problem whilst travelling.,offline_download,AUTO_HANDLE,human_reviewed,True,offline_download,AUTO_HANDLE,unknown,False,,,,Offline music randomly deleted; matches downloads unexpectedly removed
g0182,@SpotifyCares Sorry. Today's problem was with Google Play Music. I was just comparing the experience to what you guys did to me a few years ago.,playlist_library,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,User comparing past experience to Google Play Music; closest taxonomy fit is playlist_library
g0183,@SpotifyCares how would I go about recovering a stolen premium account?,account_login,ESCALATE,human_reviewed,True,premium_subscription,ESCALATE,unknown,True,,,,Customer asking how to recover stolen Premium account; account security compromise
g0184,"@SpotifyCares @228595 Gutted, just missed my Vodafone free 2 Years premium by 1 day ahhhh",premium_subscription,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Missed promotion deadline for carrier free Premium; subscription promotion inquiry
g0185,Hey @SpotifyCares can y’all activate my premium. Or can I have my money back?,billing_charge,ESCALATE,human_reviewed,True,billing_charge,AUTO_HANDLE,unknown,False,,,,Demand for subscription activation or money back; billing/activation dispute
g0186,"@SpotifyCares I have troubles saving data to SD card on android. Reinstalling, changing settings, remounting, clearing cache ... nothing works. There is quite a lot of people with the same issue. Do you have any solutions to this?",offline_download,AUTO_HANDLE,human_reviewed,True,offline_download,AUTO_HANDLE,android,False,,,,SD card offline storage issues on Android; offline download/storage issue
g0187,@SpotifyCares hi my premium account was stolen and had the email changed without my permission and I would really appreciate some help with this,account_login,ESCALATE,human_reviewed,True,premium_subscription,ESCALATE,unknown,True,,,,Account stolen and email address changed without permission; account compromise
g0188,@SpotifyCares I updated my subscription and credit card got charged but my premium subscription still paused. can you help?,billing_charge,ESCALATE,human_reviewed,True,billing_charge,ESCALATE,unknown,False,,,,Card charged but Premium remains paused; payment completed but subscription state is incorrect and needs account investigation
g0189,anybody else having an issue getting @115888 to connect to a @118117 at all? Won't play through the Spotify app or Sonos controller?!,device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,sonos,False,,,,Unable to connect Spotify to Sonos controller; device/platform integration issue
g0190,@SpotifyCares Not really I actually think over all the app is shit. There’s not enough options. You can’t skip the songs you want without paying 9.99 a month which is disgusting.... frankly it’s not worth the space on my phone.... waste of time and money.,premium_subscription,AUTO_HANDLE,human_reviewed,True,billing_charge,ESCALATE,unknown,False,,,,"Complaint about Free/Premium limitations and pricing; general product feedback, not a specific billing dispute"
g0191,"@SpotifyCares Hello, i have a probelm with sign up in application ""iphone"" ;)",account_login,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,iphone,False,,,,Sign up problem in iPhone application; account login/registration issue
g0192,"@SpotifyCares hey, I pay for spotify premium and every other week, sometimes twice a week all my music undownloads.",offline_download,AUTO_HANDLE,human_reviewed,True,premium_subscription,AUTO_HANDLE,unknown,False,,,,Downloaded music repeatedly disappears; matches downloads unexpectedly removed
g0193,"@SpotifyCares Why is my account suddenly paused  just a few days after i redeemed 3 months gift card? I can even see in my account details i redeemed that card, very convenient if you want to play music for your guests",premium_subscription,ESCALATE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Premium account unexpectedly paused after gift-card redemption; account-specific subscription investigation required
g0194,"@SpotifyCares hey y'all! I saw that reputation by Taylor Swift is in your library, but I can't play any of the songs besides the ones that were in your system prior to today. Can you tell me when the blacked-out songs will be available to stream?",content_unavailable,AUTO_HANDLE,human_reviewed,True,playlist_library,AUTO_HANDLE,unknown,False,,,,Taylor Swift album tracks greyed out / unavailable to stream; content unavailable
g0195,"@SpotifyCares I can't select my #Sonos speaker (Office) in the ""Devices Available"" menu and can't play #Spotify to it anymore since Sonos removed Spotify from their music services menu. What do I do?
[MacOS 10.11.6, Spotify 1.0.68.407.g6864aaaf Sonos 8.2.1] https://t.co/ed73b93LfE",device_platform,AUTO_HANDLE,human_reviewed,True,content_unavailable,AUTO_HANDLE,sonos,False,,,,Sonos speaker cannot connect/use Spotify after service-menu change; device/platform integration issue
g0196,"@SpotifyCares A restart seems to have fixed the black screen issue. However it still switches to offline mode between sessions (on both wifi and data,).",device_platform,AUTO_HANDLE,human_reviewed,True,app_crash_bug,AUTO_HANDLE,unknown,False,,,,App switching to offline mode between sessions on Windows; device/platform behavior
g0197,@SpotifyCares Sorry I meant more if I have music in my collection that’s not in yours. I know a few other services let you add it to the cloud to stream.,playlist_library,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Asking about adding personal music/local files; informational feature question
g0198,@spotifycares please contact me because someone is using my credit card number through fraud and I have no spotify account but there are monthly charges on my statement. I don't want to create a spotify acct and confuse this issue. Card is cancelled but I need charges to stop too,billing_charge,ESCALATE,human_reviewed,True,billing_charge,ESCALATE,unknown,True,,,,Fraudulent charges on credit card for non-existent account; unauthorized billing dispute
g0199,@SpotifyCares This is not a problem of my specific instance of the app. This is a problem of the Android app in general.,device_platform,AUTO_HANDLE,human_reviewed,True,device_platform,AUTO_HANDLE,android,False,,,,Android app general behavior and data collection feedback; device/platform feedback
g0200,"Hi @115888, how does one get ones music onto one of your prestigious playlists? A ‘Focus’ based one perhaps?",playlist_library,AUTO_HANDLE,human_reviewed,True,playback_error,AUTO_HANDLE,unknown,False,,,,Inquiring how to submit music to curated focus playlists; playlist curation inquiry
